vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_tight,speed_limit,estimated_speed_of_collision,seat_belt_used,injury_sustained,lethal,land_use,city
Pedestrian,Pedestrian,08/08/18,21:46,0,16,30,29,N/A,0,0,Agricultural,Nairobi
Car,Bicycle,22/04/18,15:59,0,16,40,51,1,1,0,Agricultural,Nairobi
Car,Car,23/01/18,14:54,1,17,60,75,1,1,0,Residential,Nairobi
Car,Car,27/04/18,04:24,0,19,50,51,0,1,0,Agricultural,Nairobi
Car,Car,02/12/18,19:39,0,1,50,40,1,1,0,Transport,Nairobi
Car,Motorbike,18/03/18,18:48,1,31,40,43,1,1,0,Residential,Nairobi
Motorbike,Bicycle,22/02/18,08:28,1,10,20,14,N/A,1,0,Residential,Nairobi
Motorbike,Car,20/05/18,18:57,0,23,70,63,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,27/03/18,20:57,1,22,20,18,N/A,1,0,Commercial,Mombasa
Motorbike,Pedestrian,02/04/18,18:29,1,1,20,20,N/A,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,16/03/18,17:20,1,16,20,22,N/A,0,0,Agricultural,Nairobi
Car,Car,25/05/18,11:01,0,24,60,51,1,1,0,Residential,Nairobi
Car,Car,26/10/18,09:26,0,0,50,60,1,1,0,Residential,Nairobi
Motorbike,Car,07/06/18,18:49,0,3,60,60,1,1,0,Residential,Nairobi
Car,Motorbike,11/04/18,09:59,0,15,60,71,1,1,1,Agricultural,Nairobi
Pedestrian,Bicycle,12/05/18,19:03,1,13,20,9,N/A,0,0,Commercial,Nairobi
Car,Car,22/07/18,17:57,0,17,50,55,1,1,0,Agricultural,Nairobi
Car,Car,14/02/18,09:48,0,15,60,56,1,1,0,Transport,Nairobi
Car,Car,19/01/18,20:23,1,12,70,85,1,1,0,Residential,Nairobi
Car,Car,11/04/18,08:40,1,11,40,45,0,1,0,Commercial,Nakuru
Car,Car,08/09/18,21:00,0,8,60,69,1,1,1,Commercial,Mombasa
Pedestrian,Pedestrian,28/02/18,19:54,0,17,20,27,N/A,0,0,Commercial,Nairobi
Pedestrian,Bicycle,27/07/18,17:38,0,12,20,27,N/A,0,0,Commercial,Nairobi
Pedestrian,Motorbike,24/07/18,19:42,1,25,30,30,N/A,1,0,Residential,Nairobi
Car,Car,03/06/18,09:26,0,10,60,67,1,1,0,Agricultural,Mombasa
Bicycle,Bicycle,09/10/18,19:54,0,4,20,20,N/A,0,0,Residential,Nairobi
Pedestrian,Bicycle,22/06/18,17:49,0,11,30,21,N/A,1,0,Transport,Mombasa
Bicycle,Bicycle,11/02/18,09:44,0,14,20,13,N/A,1,0,Agricultural,Nairobi
Car,Car,06/03/18,01:34,1,5,50,47,1,1,0,Residential,Nairobi
Pedestrian,Motorbike,01/04/18,20:40,0,19,20,20,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,04/10/18,17:40,0,16,20,27,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,03/01/18,18:05,0,1,30,22,N/A,0,0,Agricultural,Nairobi
Pedestrian,Pedestrian,21/05/18,17:55,0,9,20,26,N/A,0,0,Industrial,Nairobi
Pedestrian,Bicycle,14/09/18,19:24,0,13,30,21,N/A,0,0,Residential,Nairobi
Bicycle,Car,17/09/18,19:22,1,27,40,36,1,1,0,Residential,Nairobi
Pedestrian,Motorbike,15/03/18,15:13,0,20,30,24,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,18/12/18,19:05,1,23,50,50,1,1,0,Residential,Nairobi
Bicycle,Car,03/06/18,17:38,0,17,30,29,1,0,0,Residential,Eldoret
Car,Car,22/05/18,19:47,0,23,60,63,0,1,1,Agricultural,Eldoret
Car,Car,17/11/18,10:48,0,33,50,52,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,06/05/18,20:58,0,10,20,20,N/A,0,0,Agricultural,Nakuru
Car,Bicycle,02/02/18,19:14,0,9,20,20,1,0,0,Agricultural,Nairobi
Pedestrian,Car,27/09/18,08:49,1,7,30,24,0,1,0,Commercial,Eldoret
Bicycle,Bicycle,06/01/18,20:30,0,5,30,22,N/A,1,0,Industrial,Mombasa
Pedestrian,Car,27/01/18,05:18,1,23,40,40,0,1,0,Residential,Kisumu
Car,Bicycle,06/01/18,18:41,1,8,20,20,0,0,0,Commercial,Kehancha
Car,Car,08/04/18,11:55,0,33,70,68,1,1,0,Transport,Nairobi
Car,Car,04/01/18,08:58,0,20,50,55,1,1,0,Agricultural,Nairobi
Car,Motorbike,02/07/18,17:45,1,5,50,57,0,1,0,Industrial,Nairobi
Motorbike,Bicycle,17/01/18,03:09,1,16,30,45,N/A,1,0,Residential,Mombasa
Pedestrian,Bicycle,14/02/18,09:32,0,19,30,41,N/A,1,0,Agricultural,Nairobi
Car,Pedestrian,15/05/18,13:28,0,20,30,23,1,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,23/08/18,06:05,1,24,20,19,N/A,1,0,Commercial,Kisumu
Motorbike,Car,18/06/18,10:02,0,5,60,60,0,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,08/06/18,09:09,1,9,30,29,N/A,1,0,Residential,Nairobi
Motorbike,Pedestrian,19/04/18,18:25,1,23,40,46,N/A,1,0,Residential,Nairobi
Car,Car,23/02/18,20:54,1,20,50,51,1,1,0,Residential,Nairobi
Car,Car,01/01/18,04:18,1,8,60,60,1,1,0,Residential,Nairobi
Motorbike,Pedestrian,22/11/18,20:54,0,29,30,25,N/A,1,0,Industrial,Nairobi
Car,Car,21/05/18,17:12,0,22,50,64,1,1,0,Residential,Nairobi
Car,Car,22/09/18,22:35,1,18,50,45,1,1,0,Residential,Nairobi
Bicycle,Car,23/09/18,20:13,1,22,30,44,1,1,0,Residential,Nairobi
Bicycle,Bicycle,05/03/18,10:58,1,14,30,26,N/A,1,0,Residential,Nairobi
Bicycle,Car,15/07/18,06:08,1,14,40,38,1,1,0,Commercial,Nairobi
Pedestrian,Car,19/07/18,19:54,0,29,20,20,1,1,0,Transport,Kisumu
Motorbike,Pedestrian,07/07/18,18:46,0,12,20,25,N/A,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,10/12/18,08:18,1,29,30,29,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,18/05/18,08:28,1,19,20,18,N/A,0,0,Residential,Eldoret
Motorbike,Pedestrian,04/09/18,22:45,1,19,40,44,N/A,1,0,Residential,Kehancha
Pedestrian,Pedestrian,09/03/18,07:04,1,18,20,25,N/A,0,0,Commercial,Nairobi
Pedestrian,Car,01/11/18,22:18,1,3,30,30,1,0,0,Residential,Mombasa
Car,Pedestrian,19/01/18,09:49,1,31,20,26,1,1,0,Commercial,Mombasa
Pedestrian,Bicycle,23/08/18,18:42,0,31,30,35,N/A,0,0,Transport,Mombasa
Pedestrian,Bicycle,16/12/18,18:23,0,16,20,15,N/A,0,0,Residential,Nakuru
Motorbike,Pedestrian,25/06/18,20:16,0,9,20,21,N/A,1,0,Residential,Nairobi
Car,Car,07/04/18,11:36,1,4,50,50,1,1,0,Residential,Nairobi
Car,Car,03/01/18,04:04,0,20,60,55,0,1,0,Agricultural,Nairobi
Motorbike,Motorbike,11/07/18,09:04,1,6,20,20,N/A,1,0,Residential,Nairobi
Pedestrian,Car,23/11/18,10:59,0,31,30,28,1,1,0,Agricultural,Kisumu
Car,Pedestrian,28/12/18,20:25,0,6,30,31,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,15/11/18,02:04,0,17,40,40,N/A,1,0,Commercial,Nairobi
Car,Motorbike,25/08/18,10:49,1,23,30,36,0,1,0,Residential,Mombasa
Car,Motorbike,17/10/18,18:04,0,22,40,30,1,1,0,Industrial,Nairobi
Car,Car,10/04/18,17:13,1,22,50,58,1,1,0,Residential,Nairobi
Car,Car,16/08/18,20:56,0,42,70,59,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,09/01/18,18:42,0,19,20,13,N/A,0,0,Industrial,Mombasa
Car,Bicycle,13/04/18,19:46,0,12,20,34,1,1,0,Agricultural,Kehancha
Pedestrian,Pedestrian,19/12/18,20:49,0,35,40,34,N/A,1,0,Agricultural,Nairobi
Bicycle,Bicycle,28/12/18,20:00,0,44,30,21,N/A,1,0,Residential,Nairobi
Pedestrian,Motorbike,22/11/18,20:04,1,23,40,43,N/A,1,0,Commercial,Nairobi
Motorbike,Car,08/05/18,18:22,0,10,50,48,1,1,0,Agricultural,Kisumu
Bicycle,Bicycle,11/07/18,18:30,1,19,30,23,N/A,0,0,Residential,Kikuyu
Bicycle,Car,01/10/18,20:37,0,6,40,36,1,1,0,Agricultural,Kisumu
Pedestrian,Car,23/07/18,06:51,1,23,30,18,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,25/05/18,08:55,0,9,20,24,N/A,0,0,Agricultural,Nakuru
Pedestrian,Bicycle,19/01/18,20:45,0,16,20,8,N/A,1,0,Agricultural,Mombasa
Car,Pedestrian,15/09/18,08:03,0,19,40,40,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,23/05/18,08:24,0,20,40,33,N/A,1,0,Residential,Nairobi
Motorbike,Car,13/09/18,08:22,0,26,40,46,1,1,0,Agricultural,Mombasa
Car,Car,21/03/18,10:35,1,31,50,55,1,1,0,Industrial,Nairobi
Bicycle,Pedestrian,04/11/18,18:30,1,25,30,37,N/A,0,0,Commercial,Nairobi
Bicycle,Bicycle,12/08/18,19:06,0,17,20,27,N/A,1,0,Commercial,Nairobi
Motorbike,Motorbike,12/07/18,05:01,1,16,50,49,N/A,1,0,Residential,Nairobi
Car,Motorbike,15/05/18,18:08,1,11,40,41,0,1,0,Residential,Eldoret
Car,Car,17/10/18,09:46,1,5,40,38,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,07/04/18,09:33,0,6,30,30,N/A,1,0,Agricultural,Nairobi
Car,Car,10/11/18,19:49,0,22,50,50,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,21/12/18,20:34,1,31,20,22,N/A,1,0,Commercial,Nairobi
Car,Car,12/07/18,10:10,0,4,60,64,1,1,0,Commercial,Nairobi
Car,Motorbike,12/09/18,10:00,1,13,40,42,1,1,0,Residential,Mombasa
Pedestrian,Bicycle,16/01/18,17:53,1,30,20,9,N/A,0,0,Residential,Nairobi
Bicycle,Pedestrian,25/07/18,02:25,0,15,20,28,N/A,0,0,Residential,Nairobi
Pedestrian,Bicycle,06/09/18,10:15,1,16,20,16,N/A,0,0,Commercial,Nairobi
Car,Motorbike,16/03/18,17:47,0,17,30,28,0,1,0,Agricultural,Nairobi
Car,Car,25/07/18,22:41,0,34,60,55,1,1,0,Commercial,Mombasa
Car,Car,21/10/18,02:52,0,23,50,51,1,1,0,Residential,Mombasa
Motorbike,Pedestrian,19/05/18,08:43,0,22,20,25,N/A,1,0,Industrial,Nairobi
Bicycle,Motorbike,21/03/18,10:27,1,13,30,34,N/A,1,0,Residential,Mombasa
Car,Car,21/04/18,02:54,0,28,60,46,0,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,04/12/18,10:30,0,14,30,30,N/A,1,0,Commercial,Nairobi
Pedestrian,Motorbike,07/12/18,20:42,1,19,30,44,N/A,1,0,Transport,Eldoret
Bicycle,Bicycle,23/04/18,00:36,0,28,30,20,N/A,1,0,Agricultural,Nairobi
Car,Car,11/01/18,17:27,1,9,50,37,0,1,0,Residential,Kikuyu
Bicycle,Bicycle,28/08/18,20:19,0,12,20,15,N/A,1,0,Residential,Nairobi
Motorbike,Pedestrian,22/04/18,17:56,0,17,20,26,N/A,1,0,Commercial,Nairobi
Pedestrian,Motorbike,07/06/18,17:53,0,24,30,26,N/A,1,0,Agricultural,Mombasa
Motorbike,Car,08/03/18,05:41,1,23,40,36,1,1,0,Residential,Nairobi
Motorbike,Bicycle,11/01/18,17:16,1,18,40,48,N/A,1,0,Residential,Kikuyu
Car,Car,19/09/18,10:51,0,4,60,60,1,1,0,Residential,Mombasa
Car,Bicycle,01/07/18,22:20,0,12,30,19,1,1,0,Commercial,Nairobi
Pedestrian,Motorbike,15/09/18,09:02,0,15,40,33,N/A,1,1,Agricultural,Nairobi
Pedestrian,Car,27/09/18,08:58,0,33,40,32,1,1,0,Residential,Mombasa
Motorbike,Car,26/02/18,17:00,0,8,40,41,0,1,0,Agricultural,Nairobi
Motorbike,Car,23/06/18,18:36,1,11,50,50,0,1,0,Agricultural,Nairobi
Car,Car,11/04/18,08:02,0,5,50,50,1,1,0,Residential,Eldoret
Car,Car,07/07/18,08:21,0,11,50,55,1,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,27/06/18,08:06,1,13,20,11,N/A,1,0,Commercial,Mombasa
Car,Car,27/10/18,03:24,0,20,60,49,1,1,0,Residential,Nairobi
Motorbike,Car,15/08/18,19:26,1,16,40,37,0,1,0,Residential,Mombasa
Motorbike,Car,27/06/18,19:53,0,28,60,52,1,1,0,Commercial,Mombasa
Motorbike,Car,05/07/18,19:58,1,26,40,40,0,1,0,Residential,Eldoret
Bicycle,Pedestrian,19/01/18,07:34,0,18,40,41,N/A,1,0,Commercial,Nairobi
Pedestrian,Motorbike,01/01/18,19:23,0,35,40,47,N/A,1,0,Agricultural,Nairobi
Car,Car,16/02/18,18:55,0,14,50,53,1,1,0,Residential,Nairobi
Car,Motorbike,05/05/18,16:33,1,20,40,38,1,1,0,Residential,Nairobi
Car,Car,22/10/18,18:50,1,9,40,33,1,0,0,Residential,Nairobi
Car,Pedestrian,05/09/18,18:02,0,12,30,31,0,1,0,Industrial,Nakuru
Pedestrian,Pedestrian,14/04/18,18:41,0,22,20,18,N/A,0,0,Agricultural,Nairobi
Car,Car,13/07/18,22:32,0,11,70,68,1,1,0,Agricultural,Nairobi
Bicycle,Bicycle,06/09/18,07:13,0,22,20,12,N/A,1,0,Residential,Nairobi
Pedestrian,Car,10/02/18,17:17,0,19,30,25,0,0,0,Residential,Nairobi
Car,Motorbike,15/11/18,21:08,0,10,40,40,0,1,0,Residential,Mombasa
Car,Car,18/09/18,19:46,0,31,50,39,1,1,0,Agricultural,Mombasa
Pedestrian,Bicycle,19/06/18,19:46,0,13,20,28,N/A,1,0,Residential,Nairobi
Car,Pedestrian,10/07/18,00:14,0,11,30,28,0,1,0,Commercial,Nairobi
Car,Car,01/01/18,23:53,0,16,40,35,1,1,0,Agricultural,Mombasa
Motorbike,Car,20/04/18,04:49,1,8,60,60,1,1,0,Residential,Kikuyu
Car,Car,17/05/18,04:23,0,14,50,60,0,1,0,Residential,Kisumu
Pedestrian,Pedestrian,24/04/18,23:39,1,18,30,26,N/A,0,0,Commercial,Mombasa
Pedestrian,Car,22/09/18,10:26,0,13,40,31,1,1,0,Agricultural,Nairobi
Bicycle,Motorbike,16/01/18,20:09,1,18,30,31,N/A,1,0,Residential,Kisumu
Car,Motorbike,15/04/18,19:26,0,21,50,63,1,1,0,Agricultural,Mombasa
Car,Car,02/09/18,09:06,1,21,50,52,1,1,0,Residential,Kehancha
Pedestrian,Pedestrian,26/03/18,20:36,1,30,30,28,N/A,0,0,Residential,Nairobi
Bicycle,Pedestrian,06/08/18,20:17,0,9,30,31,N/A,0,0,Residential,Nairobi
Car,Car,08/06/18,17:55,0,8,40,40,1,0,0,Agricultural,Nairobi
Pedestrian,Bicycle,19/01/18,20:11,1,5,30,25,N/A,0,0,Residential,Nairobi
Car,Car,09/12/18,17:17,0,15,50,53,0,1,0,Agricultural,Nairobi
Car,Bicycle,08/02/18,18:46,0,16,40,52,1,1,0,Agricultural,Mombasa
Car,Car,08/11/18,08:58,0,9,70,68,0,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,17/10/18,06:19,0,13,30,43,N/A,1,0,Transport,Nairobi
Motorbike,Car,27/02/18,18:15,0,20,70,70,1,1,0,Residential,Nairobi
Car,Pedestrian,07/02/18,19:20,0,38,40,42,1,1,0,Transport,Mombasa
Car,Car,25/12/18,18:56,0,17,40,34,0,1,0,Residential,Kisumu
Motorbike,Pedestrian,19/08/18,08:28,0,19,20,30,N/A,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,10/10/18,17:47,0,34,20,8,N/A,1,0,Residential,Nairobi
Car,Car,28/09/18,08:27,1,22,40,40,0,1,0,Commercial,Kikuyu
Motorbike,Car,11/04/18,05:30,0,37,50,44,1,1,0,Agricultural,Mombasa
Car,Motorbike,19/10/18,17:27,0,8,60,64,1,1,0,Residential,Nairobi
Motorbike,Motorbike,23/01/18,20:27,0,21,20,10,N/A,1,0,Residential,Kisumu
Car,Car,05/12/18,17:55,0,22,40,45,1,1,0,Residential,Mombasa
Car,Car,10/08/18,09:36,0,22,40,35,1,1,0,Agricultural,Nairobi
Pedestrian,Car,09/05/18,20:59,1,33,30,23,1,0,0,Commercial,Mombasa
Pedestrian,Motorbike,01/02/18,17:35,0,21,40,26,N/A,1,0,Agricultural,Nairobi
Bicycle,Car,05/07/18,17:10,0,10,30,38,1,0,0,Agricultural,Nairobi
Car,Car,26/03/18,10:16,0,24,50,51,0,1,0,Industrial,Eldoret
Pedestrian,Pedestrian,03/01/18,19:48,1,17,20,13,N/A,0,0,Commercial,Nairobi
Car,Car,03/01/18,10:10,0,22,60,45,1,1,0,Industrial,Kikuyu
Motorbike,Pedestrian,01/03/18,10:51,0,15,30,21,N/A,1,0,Residential,Nairobi
Motorbike,Car,22/09/18,17:58,1,7,60,66,1,1,0,Residential,Kisumu
Car,Car,05/04/18,16:04,1,15,50,49,1,1,0,Residential,Nairobi
Car,Car,10/01/18,17:33,1,10,30,31,1,0,0,Agricultural,Nairobi
Pedestrian,Bicycle,26/12/18,19:01,0,12,30,31,N/A,1,0,Agricultural,Nairobi
Car,Pedestrian,04/03/18,20:57,0,11,40,39,0,1,0,Commercial,Nairobi
Car,Bicycle,21/01/18,11:22,0,16,40,41,1,1,0,Industrial,Kikuyu
Car,Car,24/10/18,08:21,1,1,60,60,0,1,0,Residential,Nakuru
Car,Motorbike,06/05/18,22:47,0,27,20,12,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,12/03/18,09:51,1,24,20,17,N/A,1,0,Residential,Mombasa
Car,Motorbike,09/03/18,18:14,0,25,50,40,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,26/02/18,08:58,0,19,20,16,N/A,1,0,Residential,Mombasa
Pedestrian,Bicycle,13/01/18,22:01,0,14,30,38,N/A,1,0,Agricultural,Nairobi
Car,Car,13/04/18,08:49,1,16,50,58,1,1,0,Transport,Nairobi
Car,Car,10/04/18,07:04,0,16,60,61,0,1,1,Residential,Mombasa
Car,Car,18/01/18,08:59,0,1,60,63,0,1,0,Residential,Nakuru
Car,Car,17/12/18,14:08,0,19,50,58,1,1,1,Agricultural,Mombasa
Bicycle,Car,02/05/18,18:23,0,6,20,22,1,0,0,Transport,Nairobi
Bicycle,Car,19/09/18,19:45,1,7,30,39,0,1,0,Commercial,Nairobi
Car,Car,01/01/18,08:45,0,30,50,49,1,1,0,Residential,Kehancha
Pedestrian,Pedestrian,03/11/18,20:59,0,25,30,36,N/A,0,0,Residential,Nairobi
Car,Car,03/07/18,17:31,1,18,50,53,0,1,0,Residential,Eldoret
Car,Car,16/06/18,10:09,0,31,40,34,1,1,0,Residential,Mombasa
Car,Car,05/11/18,20:25,0,22,60,59,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,14/01/18,17:08,1,8,20,23,N/A,0,0,Commercial,Nairobi
Bicycle,Bicycle,26/12/18,18:35,0,31,30,23,N/A,0,0,Residential,Nairobi
Pedestrian,Car,06/02/18,18:07,0,8,40,43,1,0,0,Agricultural,Nairobi
Pedestrian,Car,01/07/18,18:34,0,41,40,52,1,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,06/06/18,20:09,0,24,40,44,N/A,1,1,Agricultural,Mombasa
Pedestrian,Bicycle,01/01/18,19:54,0,12,30,30,N/A,1,0,Agricultural,Mombasa
Pedestrian,Car,26/01/18,08:18,1,6,30,18,1,0,0,Commercial,Nairobi
Motorbike,Bicycle,27/08/18,05:42,0,22,30,31,N/A,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,03/06/18,03:28,1,25,30,26,N/A,0,0,Commercial,Kehancha
Bicycle,Pedestrian,03/11/18,15:10,0,33,20,20,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,27/06/18,20:50,0,11,30,29,N/A,1,0,Agricultural,Mombasa
Car,Car,26/03/18,14:33,0,12,50,37,1,1,0,Residential,Mombasa
Motorbike,Car,10/06/18,17:44,0,21,80.0,80.0,1,1,0,Transport,Mombasa
Pedestrian,Pedestrian,10/02/18,19:37,0,9,20,12,N/A,0,0,Agricultural,Nairobi
Car,Car,28/07/18,09:16,0,37,40,29,1,1,0,Industrial,Nairobi
Car,Pedestrian,23/03/18,18:23,0,13,20,20,1,0,0,Industrial,Mombasa
Bicycle,Car,19/11/18,17:11,0,7,30,32,0,1,0,Residential,Nairobi
Car,Car,03/09/18,00:00,0,16,60,58,1,1,1,Commercial,Nairobi
Pedestrian,Car,13/06/18,18:14,0,21,40,48,1,1,0,Industrial,Kisumu
Pedestrian,Pedestrian,27/03/18,13:58,0,8,40,32,N/A,0,0,Residential,Nairobi
Pedestrian,Pedestrian,24/05/18,05:15,0,20,30,43,N/A,1,0,Industrial,Kikuyu
Pedestrian,Bicycle,16/10/18,19:23,0,22,40,41,N/A,1,0,Residential,Nairobi
Pedestrian,Car,07/06/18,20:45,0,14,40,36,1,1,0,Agricultural,Nairobi
Car,Car,20/07/18,07:22,0,21,60,66,1,1,1,Agricultural,Mombasa
Motorbike,Bicycle,17/11/18,19:05,1,8,40,38,N/A,1,0,Residential,Eldoret
Pedestrian,Pedestrian,13/03/18,20:33,0,26,20,15,N/A,0,0,Commercial,Mombasa
Pedestrian,Pedestrian,05/11/18,20:44,1,18,20,19,N/A,0,0,Commercial,Nairobi
Motorbike,Pedestrian,26/12/18,18:48,1,20,20,31,N/A,1,0,Commercial,Eldoret
Car,Car,04/07/18,18:30,0,15,50,51,1,1,0,Residential,Nairobi
Motorbike,Car,12/03/18,19:29,0,5,60,60,1,1,1,Agricultural,Nairobi
Car,Bicycle,07/06/18,10:24,0,9,40,30,1,1,0,Residential,Eldoret
Motorbike,Motorbike,26/07/18,06:25,0,11,60,53,N/A,1,1,Commercial,Mombasa
Car,Bicycle,27/01/18,17:34,0,12,20,11,1,0,0,Commercial,Kikuyu
Pedestrian,Bicycle,10/05/18,17:55,1,18,20,9,N/A,1,0,Residential,Nairobi
Motorbike,Car,18/03/18,19:00,1,4,30,31,1,1,0,Residential,Mombasa
Pedestrian,Motorbike,16/05/18,12:41,0,6,20,22,N/A,1,0,Agricultural,Eldoret
Car,Car,03/04/18,21:35,0,19,60,59,1,1,0,Agricultural,Nairobi
Bicycle,Car,01/06/18,20:07,0,7,40,28,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,08/05/18,08:17,0,27,30,37,N/A,1,0,Agricultural,Nakuru
Motorbike,Car,21/08/18,17:56,0,22,60,72,0,1,0,Transport,Nakuru
Car,Bicycle,25/12/18,02:54,1,11,40,51,1,0,0,Residential,Kikuyu
Pedestrian,Bicycle,06/11/18,18:21,0,30,30,30,N/A,0,0,Agricultural,Nakuru
Pedestrian,Car,12/05/18,19:10,0,21,30,29,0,1,0,Residential,Mombasa
Bicycle,Car,07/04/18,00:44,0,18,40,51,1,1,0,Commercial,Nairobi
Motorbike,Car,01/01/18,18:42,0,11,60,61,0,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,22/09/18,18:50,0,36,40,44,N/A,1,0,Transport,Eldoret
Car,Car,18/02/18,06:41,0,8,70,66,1,1,1,Commercial,Nairobi
Motorbike,Motorbike,08/02/18,05:30,0,12,50,45,N/A,1,0,Residential,Nairobi
Car,Bicycle,15/07/18,19:17,1,20,40,30,1,1,0,Residential,Nairobi
Car,Car,08/08/18,10:10,0,39,60,51,0,1,1,Agricultural,Mombasa
Car,Car,26/12/18,18:54,1,16,70,81,0,1,0,Commercial,Kehancha
Car,Motorbike,13/06/18,20:09,0,8,40,44,1,1,0,Commercial,Kikuyu
Car,Motorbike,19/11/18,03:31,0,18,60,49,1,1,0,Residential,Nairobi
Bicycle,Bicycle,03/08/18,20:10,1,22,20,24,N/A,1,0,Residential,Eldoret
Pedestrian,Pedestrian,01/07/18,23:41,1,22,20,28,N/A,1,0,Residential,Nairobi
Car,Motorbike,12/06/18,14:20,0,10,50,55,1,1,0,Agricultural,Nairobi
Car,Car,13/02/18,08:56,0,38,50,48,1,1,0,Agricultural,Mombasa
Car,Motorbike,05/04/18,00:16,0,32,70,72,0,1,1,Agricultural,Nairobi
Motorbike,Motorbike,27/08/18,10:29,1,13,40,28,N/A,1,0,Commercial,Mombasa
Car,Car,12/02/18,04:06,0,13,50,44,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,17/08/18,19:18,1,25,20,14,N/A,0,0,Transport,Kikuyu
Car,Car,08/10/18,18:00,0,14,60,54,1,1,0,Residential,Mombasa
Bicycle,Bicycle,10/09/18,10:36,0,25,48.0,51.0,N/A,1,0,Residential,Kikuyu
Bicycle,Bicycle,26/01/18,18:17,1,7,30,15,N/A,0,0,Commercial,Nakuru
Bicycle,Bicycle,28/07/18,15:03,0,11,20,18,N/A,1,0,Residential,Nairobi
Car,Motorbike,24/12/18,23:14,1,16,40,35,0,1,0,Residential,Eldoret
Car,Pedestrian,25/07/18,17:56,1,15,30,31,0,1,0,Residential,Kikuyu
Motorbike,Pedestrian,21/04/18,14:45,0,14,30,32,N/A,1,0,Residential,Nairobi
Car,Car,19/11/18,18:01,1,14,50,59,1,1,0,Residential,Kisumu
Pedestrian,Bicycle,09/08/18,20:25,1,30,30,37,N/A,1,0,Commercial,Nairobi
Car,Car,11/07/18,17:27,0,17,50,49,0,1,0,Agricultural,Nakuru
Car,Pedestrian,08/06/18,10:41,1,25,40,45,1,1,0,Commercial,Nairobi
Car,Bicycle,03/04/18,11:45,0,13,50,40,0,1,0,Agricultural,Nairobi
Motorbike,Motorbike,08/04/18,08:13,0,12,30,33,N/A,1,0,Agricultural,Mombasa
Pedestrian,Car,03/11/18,08:09,0,5,64.0,63.0,1,1,0,Residential,Nairobi
Motorbike,Car,16/04/18,20:17,0,12,60,55,0,1,1,Commercial,Nairobi
Bicycle,Pedestrian,06/01/18,10:09,0,25,40,35,N/A,1,0,Agricultural,Nairobi
Car,Car,05/12/18,18:39,1,21,60,59,0,1,0,Residential,Nairobi
Bicycle,Bicycle,25/01/18,09:32,0,30,20,15,N/A,1,0,Agricultural,Nairobi
Car,Car,13/08/18,09:19,0,10,50,49,1,1,0,Residential,Nairobi
Car,Car,10/08/18,05:45,1,6,50,41,0,1,0,Residential,Nairobi
Pedestrian,Pedestrian,23/07/18,17:12,0,22,30,21,N/A,0,0,Agricultural,Mombasa
Bicycle,Bicycle,17/09/18,19:41,0,12,30,37,N/A,1,0,Residential,Kikuyu
Car,Car,22/10/18,21:28,0,25,70,69,1,1,0,Commercial,Eldoret
Pedestrian,Bicycle,19/03/18,18:14,1,16,30,27,N/A,0,0,Residential,Kisumu
Pedestrian,Motorbike,19/09/18,17:40,1,20,64.0,62.0,N/A,1,0,Residential,Nairobi
Pedestrian,Bicycle,15/07/18,19:45,0,17,20,27,N/A,1,0,Agricultural,Kikuyu
Car,Car,21/04/18,10:55,0,9,96.0,96.0,1,1,1,Residential,Nairobi
Car,Car,18/11/18,20:24,1,17,40,41,1,1,0,Residential,Nairobi
Motorbike,Motorbike,09/04/18,15:02,0,12,40,32,N/A,1,0,Agricultural,Nairobi
Car,Car,05/06/18,06:33,0,43,50,50,1,1,0,Residential,Nairobi
Car,Motorbike,23/07/18,07:28,0,20,70,70,1,1,1,Agricultural,Kisumu
